Date,Team,Versus,Opponent,Score,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year
Tue11/7,OKC,@,SAC,L86-94,37,7,21,33.3,2,8,25.0,4,5,80.0,0,12,12,6,3,0,7,2,20,+2,2018.0
Sun11/5,OKC,@,POR,L99-103,36,10,25,40.0,3,10,30.0,2,7,28.6,0,6,6,9,2,0,1,4,25,-15,2018.0
Fri11/3,OKC,vs,BOS,L94-101,38,7,20,35.0,3,7,42.9,2,2,100.0,1,5,6,11,1,0,6,5,19,-7,2018.0
Average,,,,,36.4,8.0,21.1,38.0,2.3,6.7,34.5,5.5,7.2,76.6,1.5,7.2,8.8,8.2,2.7,0.0,4.3,2.8,23.8,3.2,2018.0
Tue10/31,OKC,@,MIL,W110-91,27,5,12,41.7,0,2,0.0,2,3,66.7,1,9,10,10,0,0,4,2,12,+13,2018.0
Sat10/28,OKC,@,CHI,W101-69,28,5,13,38.5,0,2,0.0,2,3,66.7,2,11,13,13,2,0,2,2,12,+26,2018.0
Fri10/27,OKC,@,MIN,L116-119,37,10,18,55.6,1,3,33.3,6,8,75.0,1,7,8,9,2,0,8,5,27,-13,2018.0
Wed10/25,OKC,vs,IND,W114-96,35,10,18,55.6,2,4,50.0,6,10,60.0,1,9,10,16,3,0,7,3,28,+27,2018.0
Sun10/22,OKC,vs,MIN,L113-115,37,12,24,50.0,5,8,62.5,2,4,50.0,0,5,5,10,0,1,2,0,31,-17,2018.0
Sat10/21,OKC,@,UTA,L87-96,36,2,11,18.2,1,5,20.0,1,4,25.0,2,11,13,9,2,0,7,2,6,-18,2018.0
Thu10/19,OKC,vs,NYK,W105-84,33,7,12,58.3,0,1,0.0,7,10,70.0,2,8,10,16,0,1,7,4,21,+29,2018.0
Average,,,,,33.2,7.3,15.4,47.2,1.3,3.6,36.0,3.7,6.0,61.9,1.3,8.6,9.9,11.9,1.3,0.3,5.3,2.6,19.6,6.7,2018.0
Tue4/23,OKC,@,POR,L115-118,45,11,31,35.5,4,11,36.4,3,3,100.0,2,10,12,14,4,2,5,5,29,-4,2019.0
Sun4/21,OKC,vs,POR,L98-111,40,5,21,23.8,2,7,28.6,2,4,50.0,3,6,9,7,0,0,3,3,14,-17,2019.0
Fri4/19,OKC,vs,POR,W120-108,38,11,22,50.0,4,6,66.7,7,8,87.5,0,5,5,11,0,1,5,3,33,+15,2019.0
Tue4/16,OKC,@,POR,L94-114,37,5,20,25.0,1,6,16.7,3,3,100.0,2,7,9,11,1,0,6,4,14,-27,2019.0
Sun4/14,OKC,@,POR,L99-104,38,8,17,47.1,0,4,0.0,8,8,100.0,0,10,10,10,0,0,4,4,24,-10,2019.0
Average,,,,,39.5,8.0,22.2,36.0,2.2,6.8,32.4,4.6,5.2,88.5,1.4,7.6,9.0,10.6,1.0,0.6,4.6,3.8,22.8,-8.6,2019.0
Wed4/10,OKC,@,MIL,W127-116,36,7,10,70.0,1,3,33.3,0,2,0.0,0,11,11,17,1,1,4,3,15,+6,2019.0
Tue4/9,OKC,vs,HOU,W112-111,37,11,23,47.8,4,10,40.0,3,3,100.0,2,10,12,10,0,0,3,4,29,+3,2019.0
Sun4/7,OKC,@,MIN,W132-126,38,10,22,45.5,2,6,33.3,5,7,71.4,1,9,10,15,1,0,4,3,27,-1,2019.0
Fri4/5,OKC,vs,DET,W123-110,35,6,18,33.3,1,4,25.0,6,10,60.0,1,7,8,15,1,0,4,2,19,+4,2019.0
Tue4/2,OKC,vs,LAL,W119-103,37,8,23,34.8,2,9,22.2,2,3,66.7,5,15,20,21,3,0,2,2,20,+24,2019.0
Average,,,,,36.7,8.4,19.2,43.8,2.0,6.4,31.3,3.2,5.0,64.0,1.8,10.4,12.2,15.6,1.2,0.2,3.4,2.8,22.0,7.2,2019.0
Sun3/31,OKC,vs,DAL,L103-106,38,9,19,47.4,3,8,37.5,4,4,100.0,2,9,11,11,2,0,3,2,25,-3,2019.0
Fri3/29,OKC,vs,DEN,L105-115,36,11,22,50.0,1,5,20.0,4,5,80.0,3,6,9,9,2,0,3,3,27,-1,2019.0
Wed3/27,OKC,vs,IND,W107-99,37,6,15,40.0,2,4,50.0,3,4,75.0,1,10,11,12,2,1,2,0,17,+8,2019.0
Mon3/25,OKC,@,MEM,L103-115,37,6,20,30.0,1,6,16.7,3,6,50.0,0,5,5,7,0,0,1,3,16,-20,2019.0
Fri3/22,OKC,@,TOR,W116-109,37,6,20,30.0,2,9,22.2,4,5,80.0,4,8,12,13,4,1,3,3,18,+18,2019.0
Wed3/20,OKC,vs,TOR,L114-123,44,16,29,55.2,5,10,50.0,5,8,62.5,2,9,11,6,1,0,9,3,42,-7,2019.0
Sat3/16,OKC,vs,GSW,L88-110,32,2,16,12.5,0,7,0.0,3,4,75.0,0,8,8,9,1,1,4,5,7,-18,2019.0
Thu3/14,OKC,@,IND,L106-108,38,8,18,44.4,1,5,20.0,2,2,100.0,1,13,14,11,4,2,4,2,19,-1,2019.0
Wed3/13,OKC,vs,BKN,W108-96,36,12,23,52.2,4,8,50.0,3,5,60.0,3,9,12,11,3,0,5,3,31,+18,2019.0
Mon3/11,OKC,@,UTA,W98-89,37,9,19,47.4,2,4,50.0,3,6,50.0,0,11,11,8,1,1,3,2,23,+10,2019.0
Fri3/8,OKC,@,LAC,L110-118,32,12,23,52.2,2,9,22.2,6,8,75.0,0,8,8,7,0,1,1,6,32,-4,2019.0
Thu3/7,OKC,@,POR,W129-121,40,14,28,50.0,5,8,62.5,4,6,66.7,1,6,7,3,0,0,8,5,37,+1,2019.0
Tue3/5,OKC,@,MIN,L120-131,38,15,28,53.6,5,10,50.0,3,7,42.9,2,11,13,6,0,0,2,3,38,-2,2019.0
Sun3/3,OKC,vs,MEM,W99-95,36,7,20,35.0,4,13,30.8,4,6,66.7,2,4,6,5,3,1,4,3,22,-1,2019.0
Sat3/2,OKC,@,SAS,L102-116,34,7,17,41.2,1,5,20.0,4,7,57.1,1,8,9,8,1,0,7,2,19,-15,2019.0
Average,,,,,36.7,9.3,21.1,44.2,2.5,7.4,34.2,3.7,5.5,66.3,1.5,8.3,9.8,8.4,1.6,0.5,3.9,3.0,24.9,-1.1,2019.0
Thu2/28,OKC,vs,PHI,L104-108,38,8,24,33.3,1,9,11.1,6,9,66.7,0,11,11,11,1,1,4,3,23,-3,2019.0
Tue2/26,OKC,@,DEN,L112-121,36,8,14,57.1,2,5,40.0,4,8,50.0,4,10,14,9,0,0,7,5,22,-16,2019.0
Sat2/23,OKC,vs,SAC,L116-119,35,15,30,50.0,5,12,41.7,6,8,75.0,1,9,10,4,1,1,7,5,41,-1,2019.0
Fri2/22,OKC,vs,UTA,W148-147,43,15,29,51.7,6,13,46.2,7,10,70.0,2,13,15,8,2,1,5,6,43,+9,2019.0
Thu2/14,OKC,@,NOP,L122-131,39,18,30,60.0,4,12,33.3,4,4,100.0,3,11,14,11,1,2,5,3,44,-15,2019.0
Mon2/11,OKC,vs,POR,W120-111,37,5,19,26.3,1,6,16.7,10,13,76.9,2,12,14,11,1,2,6,4,21,+1,2019.0
Sat2/9,OKC,@,HOU,W117-112,38,8,21,38.1,1,5,20.0,4,5,80.0,0,12,12,11,2,1,10,3,21,+2,2019.0
Thu2/7,OKC,vs,MEM,W117-95,33,5,16,31.3,1,4,25.0,4,6,66.7,1,12,13,15,4,0,1,3,15,+18,2019.0
Tue2/5,OKC,vs,ORL,W132-122,36,5,14,35.7,0,2,0.0,6,10,60.0,1,14,15,16,1,1,7,3,16,+9,2019.0
Sun2/3,OKC,@,BOS,L129-134,37,8,19,42.1,1,3,33.3,5,8,62.5,2,10,12,16,2,0,4,4,22,-5,2019.0
Fri2/1,OKC,@,MIA,W118-102,32,6,10,60.0,0,1,0.0,2,5,40.0,1,11,12,14,1,1,4,0,14,+11,2019.0
Average,,,,,36.7,9.2,20.5,44.7,2.0,6.5,30.6,5.3,7.8,67.4,1.5,11.4,12.9,11.5,1.5,0.9,5.5,3.5,25.6,0.9,2019.0
Tue1/29,OKC,@,ORL,W126-117,38,7,12,58.3,1,2,50.0,8,12,66.7,1,13,14,14,0,1,5,3,23,-3,2019.0
Sun1/27,OKC,vs,MIL,W118-112,36,5,20,25.0,2,5,40.0,1,2,50.0,1,12,13,11,1,1,4,3,13,-11,2019.0
Thu1/24,OKC,vs,NOP,W122-116,37,9,19,47.4,1,3,33.3,4,8,50.0,1,16,17,16,2,0,4,3,23,+14,2019.0
Tue1/22,OKC,vs,POR,W123-114,37,9,20,45.0,1,4,25.0,10,12,83.3,2,8,10,14,1,0,5,4,29,+5,2019.0
Mon1/21,OKC,@,NYK,W127-109,29,6,12,50.0,1,2,50.0,4,5,80.0,3,7,10,9,0,0,3,3,17,+22,2019.0
Sat1/19,OKC,@,PHI,W117-115,37,8,21,38.1,1,6,16.7,4,7,57.1,3,7,10,6,1,0,4,6,21,+7,2019.0
Thu1/17,OKC,vs,LAL,L128-138,43,7,30,23.3,5,12,41.7,7,10,70.0,2,7,9,13,1,1,3,5,26,+5,2019.0
Tue1/15,OKC,@,ATL,L126-142,36,10,21,47.6,0,3,0.0,11,14,78.6,2,4,6,11,5,0,2,2,31,+1,2019.0
Sat1/12,OKC,vs,SAS,W122-112,33,9,24,37.5,1,2,50.0,5,5,100.0,2,8,10,7,2,0,4,4,24,+7,2019.0
Thu1/10,OKC,@,SAS,L147-154,50,11,22,50.0,0,4,0.0,2,5,40.0,2,11,13,24,2,0,3,4,24,-5,2019.0
Tue1/8,OKC,vs,MIN,L117-119,39,11,22,50.0,1,6,16.7,2,2,100.0,1,4,5,16,1,2,7,2,25,+7,2019.0
Sun1/6,OKC,vs,WAS,L98-116,37,9,23,39.1,2,5,40.0,2,6,33.3,2,13,15,13,0,1,8,2,22,-7,2019.0
Fri1/4,OKC,@,POR,W111-109,37,13,28,46.4,0,2,0.0,5,6,83.3,0,9,9,7,1,0,3,3,31,+7,2019.0
Wed1/2,OKC,@,LAL,W107-100,36,3,20,15.0,1,7,14.3,7,10,70.0,1,15,16,10,2,2,4,4,14,+1,2019.0
Average,,,,,37.4,8.4,21.0,39.8,1.2,4.5,27.0,5.1,7.4,69.2,1.6,9.6,11.2,12.2,1.4,0.6,4.2,3.4,23.1,3.6,2019.0
Mon12/31,OKC,vs,DAL,W122-102,35,13,24,54.2,0,1,0.0,6,6,100.0,0,11,11,11,4,0,5,4,32,+22,2019.0
Sun12/30,OKC,@,DAL,L103-105,38,4,22,18.2,0,8,0.0,1,2,50.0,0,9,9,8,6,0,5,2,9,-4,2019.0
Fri12/28,OKC,@,PHX,W118-102,39,17,29,58.6,3,7,42.9,3,6,50.0,2,10,12,8,0,0,6,3,40,+6,2019.0
Tue12/25,OKC,@,HOU,L109-113,38,6,20,30.0,2,6,33.3,7,10,70.0,3,6,9,9,4,1,6,3,21,+6,2019.0
Sun12/23,OKC,vs,MIN,L112-114,36,10,19,52.6,1,1,100.0,2,4,50.0,1,10,11,10,1,0,4,6,23,+7,2019.0
Sat12/22,OKC,@,UTA,W107-106,35,3,17,17.6,0,4,0.0,2,2,100.0,0,12,12,9,3,0,6,6,8,-12,2019.0
Wed12/19,OKC,@,SAC,W132-113,35,8,19,42.1,1,5,20.0,2,7,28.6,2,9,11,17,6,0,5,4,19,+8,2019.0
Mon12/17,OKC,vs,CHI,W121-96,32,5,13,38.5,0,0,,3,4,75.0,4,12,16,11,5,0,4,3,13,+25,2019.0
Sat12/15,OKC,vs,LAC,W110-104,36,4,17,23.5,3,4,75.0,2,3,66.7,2,7,9,12,6,0,4,3,13,0,2019.0
Fri12/14,OKC,@,DEN,L98-109,36,5,15,33.3,1,3,33.3,2,2,100.0,1,13,14,8,4,1,4,3,13,-9,2019.0
Wed12/12,OKC,@,NOP,L114-118,38,8,16,50.0,2,7,28.6,2,5,40.0,1,5,6,7,4,2,7,2,20,0,2019.0
Mon12/10,OKC,vs,UTA,W122-113,36,4,18,22.2,0,5,0.0,4,8,50.0,3,8,11,10,1,0,4,3,12,+15,2019.0
Fri12/7,OKC,@,CHI,L112-114,35,9,21,42.9,2,6,33.3,4,7,57.1,2,15,17,13,4,0,10,5,24,+10,2019.0
Wed12/5,OKC,@,BKN,W114-112,40,9,23,39.1,2,9,22.2,1,2,50.0,2,13,15,17,1,0,2,5,21,+10,2019.0
Mon12/3,OKC,@,DET,W110-83,29,7,17,41.2,2,7,28.6,2,3,66.7,1,5,6,6,2,0,5,2,18,+24,2019.0
Average,,,,,35.7,7.5,19.3,38.6,1.3,4.9,26.0,2.9,4.7,60.6,1.6,9.7,11.3,10.4,3.4,0.3,5.1,3.6,19.1,7.2,2019.0
Fri11/30,OKC,vs,ATL,W124-109,31,8,15,53.3,2,4,50.0,5,6,83.3,1,8,9,10,1,0,5,4,23,+18,2019.0
Wed11/28,OKC,vs,CLE,W100-83,37,10,17,58.8,2,5,40.0,1,2,50.0,1,17,18,15,2,0,3,3,23,+12,2019.0
Sat11/24,OKC,vs,DEN,L98-105,39,6,23,26.1,1,12,8.3,3,7,42.9,3,7,10,12,1,0,4,5,16,-3,2019.0
Fri11/23,OKC,vs,CHA,W109-104,35,10,18,55.6,1,4,25.0,9,11,81.8,0,12,12,8,2,0,4,3,30,+17,2019.0
Wed11/21,OKC,@,GSW,W123-95,33,5,15,33.3,1,5,20.0,0,2,0.0,0,11,11,13,2,1,4,4,11,+25,2019.0
Mon11/19,OKC,@,SAC,L113-117,37,12,25,48.0,4,10,40.0,1,2,50.0,2,11,13,7,3,0,4,5,29,+4,2019.0
Mon11/5,OKC,vs,NOP,W122-116,25,6,16,37.5,0,2,0.0,5,8,62.5,0,7,7,9,1,0,6,3,17,+11,2019.0
Fri11/2,OKC,@,WAS,W134-111,26,10,16,62.5,0,1,0.0,3,4,75.0,0,3,3,12,4,0,1,1,23,+10,2019.0
Thu11/1,OKC,@,CHA,W111-107,37,12,24,50.0,0,3,0.0,5,7,71.4,1,7,8,10,3,0,3,3,29,+3,2019.0
Average,,,,,33.3,8.8,18.8,46.7,1.2,5.1,23.9,3.6,5.4,65.3,0.9,9.2,10.1,10.7,2.1,0.1,3.8,3.4,22.3,10.8,2019.0
Tue10/30,OKC,vs,LAC,W128-110,34,13,25,52.0,1,3,33.3,5,7,71.4,2,2,4,8,3,1,3,4,32,+18,2019.0
Sun10/28,OKC,vs,PHX,W117-110,31,8,13,61.5,0,0,,7,10,70.0,1,8,9,7,4,0,6,3,23,+8,2019.0
Thu10/25,OKC,vs,BOS,L95-101,32,5,20,25.0,0,5,0.0,3,5,60.0,1,14,15,8,0,0,5,5,13,-5,2019.0
Sun10/21,OKC,vs,SAC,L120-131,35,13,23,56.5,1,6,16.7,5,11,45.5,2,10,12,8,0,0,5,2,32,-13,2019.0
Average,,,,,33.0,9.8,20.3,48.1,0.5,3.5,14.3,5.0,8.3,60.6,1.5,8.5,10.0,7.8,1.8,0.3,4.8,3.5,25.0,2.0,2019.0
Sat9/12,HOU,@,LAL,L96-119,36,4,13,30.8,0,3,0.0,2,6,33.3,1,3,4,6,2,0,3,2,10,-23,2020.0
Thu9/10,HOU,vs,LAL,L100-110,41,8,16,50.0,3,8,37.5,6,9,66.7,1,2,3,3,3,1,3,4,25,-10,2020.0
Tue9/8,HOU,vs,LAL,L102-112,36,13,24,54.2,2,4,50.0,2,2,100.0,1,7,8,6,2,1,3,1,30,-14,2020.0
Sun9/6,HOU,@,LAL,L109-117,33,4,15,26.7,1,7,14.3,1,3,33.3,4,9,13,4,2,0,7,5,10,-14,2020.0
Fri9/4,HOU,@,LAL,W112-97,32,10,24,41.7,1,5,20.0,3,6,50.0,0,9,9,6,1,0,5,2,24,+15,2020.0
Average,,,,,35.4,7.8,18.4,42.4,1.4,5.4,25.9,2.8,5.2,53.8,1.4,6.0,7.4,5.0,2.0,0.4,4.2,2.8,19.8,-9.2,2020.0
Wed9/2,HOU,vs,OKC,W104-102,34,9,20,45.0,0,2,0.0,2,2,100.0,2,7,9,2,0,0,2,3,20,-3,2020.0
Mon8/31,HOU,@,OKC,L100-104,27,8,15,53.3,1,2,50.0,0,2,0.0,0,4,4,3,1,0,7,2,17,-9,2020.0
Sat8/29,HOU,vs,OKC,W114-80,24,3,13,23.1,0,2,0.0,1,2,50.0,2,4,6,7,1,0,0,4,7,+21,2020.0
Average,,,,,28.2,6.7,16.0,41.7,0.3,2.0,16.7,1.0,2.0,50.0,1.3,5.0,6.3,4.0,0.7,0.0,3.0,3.0,14.7,3.0,2020.0
Tue8/11,HOU,@,SAS,L105-123,28,8,17,47.1,2,4,50.0,2,2,100.0,0,5,5,6,1,0,7,1,20,-15,2020.0
Tue8/4,HOU,@,POR,L102-110,35,5,14,35.7,0,2,0.0,5,12,41.7,0,3,3,9,2,1,1,5,15,-10,2020.0
Sun8/2,HOU,vs,MIL,W120-116,38,10,21,47.6,1,3,33.3,10,12,83.3,1,5,6,8,0,1,5,2,31,-5,2020.0
Average,,,,,33.7,7.7,17.3,44.2,1.0,3.0,33.3,5.7,8.7,65.4,0.3,4.3,4.7,7.7,1.0,0.7,4.3,2.7,22.0,-10.0,2020.0
Fri7/31,HOU,@,DAL,W153-149,44,13,30,43.3,1,3,33.3,4,8,50.0,5,6,11,8,2,1,6,5,31,+12,2020.0
Average,,,,,43.7,13.0,30.0,43.3,1.0,3.0,33.3,4.0,8.0,50.0,5.0,6.0,11.0,8.0,2.0,1.0,6.0,5.0,31.0,12.0,2020.0
Tue3/10,HOU,vs,MIN,W117-111,37,11,17,64.7,0,0,,5,6,83.3,0,6,6,7,4,0,6,5,27,+8,2020.0
Sun3/8,HOU,vs,ORL,L106-126,30,9,19,47.4,2,5,40.0,4,5,80.0,2,6,8,4,1,0,8,2,24,-29,2020.0
Thu3/5,HOU,vs,LAC,L105-120,33,11,27,40.7,0,2,0.0,7,11,63.6,7,8,15,5,1,0,2,2,29,-13,2020.0
Mon3/2,HOU,@,NYK,L123-125,37,9,19,47.4,1,3,33.3,5,7,71.4,3,6,9,3,0,1,6,3,24,-9,2020.0
Average,,,,,34.3,10.0,20.5,48.8,0.8,2.5,30.0,5.3,7.3,72.4,3.0,6.5,9.5,4.8,1.5,0.3,5.5,3.0,26.0,-10.8,2020.0
Sat2/29,HOU,@,BOS,W111-110,43,16,27,59.3,1,2,50.0,8,12,66.7,2,6,8,5,3,0,6,2,41,-3,2020.0
Wed2/26,HOU,vs,MEM,W140-112,34,15,24,62.5,1,2,50.0,2,3,66.7,2,7,9,8,4,0,5,3,33,+37,2020.0
Sat2/22,HOU,@,UTA,W120-110,39,14,26,53.8,2,4,50.0,4,4,100.0,2,4,6,4,1,0,2,4,34,-2,2020.0
Thu2/20,HOU,@,GSW,W135-105,30,10,19,52.6,1,2,50.0,0,0,,2,3,5,10,1,0,4,3,21,+18,2020.0
Tue2/11,HOU,vs,BOS,W116-105,37,13,23,56.5,0,2,0.0,10,13,76.9,1,9,10,5,2,0,4,3,36,+9,2020.0
Sun2/9,HOU,vs,UTA,L113-114,38,18,33,54.5,1,2,50.0,2,4,50.0,1,5,6,4,1,1,3,3,39,+4,2020.0
Thu2/6,HOU,@,LAL,W121-111,37,17,28,60.7,1,2,50.0,6,8,75.0,1,7,8,5,1,0,8,5,41,+12,2020.0
Sun2/2,HOU,vs,NOP,W117-109,36,9,24,37.5,1,4,25.0,3,3,100.0,2,4,6,7,1,0,2,4,22,-1,2020.0
Average,,,,,36.8,14.0,25.5,54.9,1.0,2.5,40.0,4.4,5.9,74.5,1.6,5.6,7.3,6.0,1.8,0.1,4.3,3.4,33.4,9.3,2020.0
Fri1/31,HOU,vs,DAL,W128-121,40,13,28,46.4,0,1,0.0,6,7,85.7,2,4,6,9,3,0,1,5,32,+6,2020.0
Wed1/29,HOU,@,POR,L112-125,42,16,29,55.2,1,3,33.3,6,6,100.0,3,7,10,6,2,1,6,3,39,-7,2020.0
Sun1/26,HOU,@,DEN,L110-117,39,14,29,48.3,0,1,0.0,4,5,80.0,3,4,7,7,2,1,10,4,32,-8,2020.0
Fri1/24,HOU,@,MIN,W131-124,38,16,27,59.3,0,0,,13,13,100.0,0,6,6,10,1,0,3,2,45,+3,2020.0
Wed1/22,HOU,vs,DEN,W121-105,34,11,25,44.0,0,0,,6,7,85.7,6,10,16,8,4,1,5,2,28,+25,2020.0
Mon1/20,HOU,vs,OKC,L107-112,38,16,24,66.7,0,1,0.0,0,1,0.0,2,9,11,12,2,0,3,0,32,-13,2020.0
Sat1/18,HOU,vs,LAL,L115-124,40,15,23,65.2,0,0,,5,9,55.6,2,7,9,7,3,0,5,5,35,-5,2020.0
Wed1/15,HOU,vs,POR,L107-117,42,11,22,50.0,2,5,40.0,7,12,58.3,1,10,11,12,1,0,1,1,31,+1,2020.0
Sat1/11,HOU,vs,MIN,W139-109,33,10,23,43.5,1,5,20.0,9,10,90.0,1,5,6,10,2,0,4,4,30,+34,2020.0
Thu1/9,HOU,@,OKC,L92-113,34,14,26,53.8,1,6,16.7,5,6,83.3,0,2,2,5,0,0,7,5,34,-13,2020.0
Fri1/3,HOU,vs,PHI,W118-108,35,9,22,40.9,1,2,50.0,1,5,20.0,1,6,7,4,3,0,4,4,20,-3,2020.0
Average,,,,,37.7,13.2,25.3,52.2,0.5,2.2,25.0,5.6,7.4,76.5,1.9,6.4,8.3,8.2,2.1,0.3,4.5,3.2,32.5,1.8,2020.0
Tue12/31,HOU,vs,DEN,W130-104,34,11,22,50.0,0,2,0.0,6,6,100.0,1,2,3,7,1,1,3,4,28,+16,2020.0
Sat12/28,HOU,vs,BKN,W108-98,38,11,28,39.3,0,2,0.0,1,1,100.0,2,7,9,7,1,1,4,2,23,+6,2020.0
Wed12/25,HOU,@,GSW,L104-116,40,11,32,34.4,0,8,0.0,8,8,100.0,4,8,12,5,0,0,4,5,30,-9,2020.0
Mon12/23,HOU,@,SAC,W113-104,40,10,22,45.5,3,4,75.0,5,6,83.3,0,7,7,6,1,0,3,5,28,+19,2020.0
Sat12/21,HOU,@,PHX,W139-125,33,11,21,52.4,1,2,50.0,7,9,77.8,0,4,4,10,2,1,4,2,30,+12,2020.0
Thu12/19,HOU,@,LAC,W122-117,40,13,31,41.9,2,6,33.3,12,13,92.3,2,8,10,5,1,0,8,5,40,+13,2020.0
Mon12/16,HOU,vs,SAS,W109-107,40,11,25,44.0,1,7,14.3,8,9,88.9,2,8,10,4,1,1,5,1,31,-10,2020.0
Fri12/13,HOU,@,ORL,W130-107,35,9,18,50.0,1,3,33.3,4,4,100.0,1,6,7,6,0,0,2,4,23,+9,2020.0
Wed12/11,HOU,@,CLE,W116-110,37,9,20,45.0,1,4,25.0,4,4,100.0,2,5,7,6,4,0,2,2,23,+4,2020.0
Mon12/9,HOU,vs,SAC,L118-119,36,13,17,76.5,2,4,50.0,6,7,85.7,0,3,3,8,2,0,6,5,34,+1,2020.0
Sat12/7,HOU,vs,PHX,W115-109,37,10,18,55.6,1,3,33.3,3,4,75.0,4,10,14,11,3,2,4,2,24,-3,2020.0
Thu12/5,HOU,@,TOR,W119-109,35,7,27,25.9,0,6,0.0,5,6,83.3,5,8,13,11,2,0,8,3,19,+7,2020.0
Tue12/3,HOU,@,SAS,L133-135,48,7,30,23.3,1,6,16.7,4,4,100.0,2,8,10,10,2,1,5,6,19,-8,2020.0
Average,,,,,37.9,10.2,23.9,42.8,1.0,4.4,22.8,5.6,6.2,90.1,1.9,6.5,8.4,7.4,1.5,0.5,4.5,3.5,27.1,4.4,2020.0
Sat11/30,HOU,vs,ATL,W158-111,27,6,11,54.5,1,1,100.0,2,2,100.0,1,7,8,8,0,0,4,4,15,+36,2020.0
Wed11/27,HOU,vs,MIA,W117-108,36,11,21,52.4,0,2,0.0,5,6,83.3,1,8,9,7,2,0,9,5,27,+9,2020.0
Sun11/24,HOU,vs,DAL,L123-137,38,8,20,40.0,2,5,40.0,9,10,90.0,0,5,5,6,0,0,4,5,27,-23,2020.0
Fri11/22,HOU,@,LAC,L119-122,34,9,22,40.9,1,7,14.3,3,7,42.9,2,3,5,6,2,0,6,6,22,-6,2020.0
Wed11/20,HOU,@,DEN,L95-105,35,8,22,36.4,2,9,22.2,7,9,77.8,0,2,2,5,0,0,1,4,25,-5,2020.0
Mon11/18,HOU,vs,POR,W132-108,34,9,26,34.6,3,11,27.3,7,9,77.8,3,10,13,10,2,1,5,4,28,+19,2020.0
Fri11/15,HOU,vs,IND,W111-102,35,5,21,23.8,1,6,16.7,6,6,100.0,3,5,8,6,1,0,1,4,17,+9,2020.0
Wed11/13,HOU,vs,LAC,W102-93,30,6,20,30.0,2,7,28.6,3,4,75.0,0,2,2,2,0,0,2,4,17,+7,2020.0
Mon11/11,HOU,@,NOP,W122-116,35,11,21,52.4,1,8,12.5,3,4,75.0,0,5,5,4,4,0,6,4,26,-6,2020.0
Sat11/9,HOU,@,CHI,W117-94,32,10,20,50.0,0,3,0.0,6,8,75.0,0,6,6,2,1,0,7,5,26,+1,2020.0
Wed11/6,HOU,vs,GSW,W129-112,30,8,18,44.4,1,3,33.3,1,4,25.0,0,8,8,6,2,0,3,5,18,+40,2020.0
Sun11/3,HOU,@,MIA,L100-129,26,3,11,27.3,1,6,16.7,3,6,50.0,0,4,4,6,1,1,7,3,10,-46,2020.0
Fri11/1,HOU,@,BKN,L116-123,36,12,25,48.0,1,6,16.7,2,4,50.0,0,7,7,8,4,1,2,2,27,-15,2020.0
Average,,,,,33.0,8.2,19.8,41.1,1.2,5.7,21.6,4.4,6.1,72.2,0.8,5.5,6.3,5.8,1.5,0.2,4.4,4.2,21.9,1.5,2020.0
Wed10/30,HOU,@,WAS,W159-158,35,7,16,43.8,1,5,20.0,2,4,50.0,4,6,10,12,2,1,4,2,17,+2,2020.0
Mon10/28,HOU,vs,OKC,W116-112,35,9,16,56.3,0,1,0.0,3,4,75.0,5,7,12,9,1,0,5,4,21,+18,2020.0
Sat10/26,HOU,vs,NOP,W126-123,34,9,17,52.9,1,3,33.3,9,10,90.0,0,10,10,13,1,0,4,3,28,-7,2020.0
Thu10/24,HOU,vs,MIL,L111-117,33,7,17,41.2,3,7,42.9,7,11,63.6,4,12,16,7,2,1,3,3,24,0,2020.0
Average,,,,,34.2,8.0,16.5,48.5,1.3,4.0,31.3,5.3,7.3,72.4,3.3,8.8,12.0,10.3,1.5,0.5,4.0,3.0,22.5,3.3,2020.0
Wed6/2,WAS,@,PHI,L112-129,38,7,20,35.0,2,5,40.0,8,10,80.0,2,6,8,10,0,0,4,4,24,-21,2021.0
Mon5/31,WAS,vs,PHI,W122-114,42,3,19,15.8,0,4,0.0,13,16,81.3,6,15,21,14,2,0,4,5,19,+1,2021.0
Sat5/29,WAS,vs,PHI,L103-132,34,9,18,50.0,3,6,50.0,5,5,100.0,3,9,12,10,0,0,3,4,26,-15,2021.0
Wed5/26,WAS,@,PHI,L95-120,29,2,10,20.0,0,3,0.0,6,10,60.0,2,4,6,11,0,0,4,0,10,-16,2021.0
Sun5/23,WAS,@,PHI,L118-125,43,7,17,41.2,0,2,0.0,2,2,100.0,1,4,5,14,0,1,6,4,16,-9,2021.0
Average,,,,,37.2,5.6,16.8,33.3,1.0,4.0,25.0,6.8,8.6,79.1,2.8,7.6,10.4,11.8,0.4,0.2,4.2,3.4,19.0,-12.0,2021.0
Thu5/20,WAS,vs,IND,W142-115,33,6,13,46.2,0,1,0.0,6,9,66.7,1,7,8,15,1,0,3,2,18,+30,2021.0
Tue5/18,WAS,@,BOS,L100-118,37,6,18,33.3,0,4,0.0,8,8,100.0,5,9,14,5,3,2,4,5,20,-19,2021.0
