Opponent,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year,Team score,Opponent score,date,Season,Lose,Win,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,HOU,LAC,LAL,OKC,WAS,Playoff,Regular
MIN,35.0,13.0,22.0,59.1,2.0,2.0,100.0,9.0,9.0,100.0,0.0,7.0,7.0,9.0,1.0,1.0,5.0,2.0,37.0,14.0,2013,127,111,2013-02-22,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CHI,32.0,10.0,17.0,58.8,1.0,2.0,50.0,2.0,2.0,100.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,2.0,23.0,27.0,2013,102,72,2013-02-24,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
NOH,26.0,8.0,17.0,47.1,1.0,3.0,33.3,12.0,12.0,100.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,29.0,32.0,2013,119,74,2013-02-27,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DEN,38.0,12.0,23.0,52.2,2.0,4.0,50.0,12.0,17.0,70.6,0.0,6.0,6.0,5.0,2.0,0.0,3.0,2.0,38.0,6.0,2013,103,105,2013-03-01,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
LAC,40.0,11.0,20.0,55.0,0.0,2.0,0.0,7.0,10.0,70.0,1.0,5.0,6.0,10.0,1.0,0.0,3.0,2.0,29.0,13.0,2013,108,104,2013-03-03,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
LAL,36.0,15.0,29.0,51.7,0.0,2.0,0.0,7.0,8.0,87.5,4.0,6.0,10.0,5.0,2.0,0.0,1.0,1.0,37.0,11.0,2013,122,105,2013-03-05,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
NYK,36.0,8.0,22.0,36.4,1.0,4.0,25.0,4.0,6.0,66.7,1.0,5.0,6.0,5.0,2.0,0.0,5.0,3.0,21.0,-7.0,2013,95,94,2013-03-07,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
CHA,25.0,5.0,11.0,45.5,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,11.0,7.0,2013,116,94,2013-03-08,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
BOS,34.0,5.0,11.0,45.5,1.0,2.0,50.0,4.0,6.0,66.7,0.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,15.0,5.0,2013,91,79,2013-03-10,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
SAS,38.0,11.0,27.0,40.7,1.0,3.0,33.3,2.0,3.0,66.7,4.0,2.0,6.0,6.0,2.0,0.0,4.0,3.0,25.0,6.0,2013,93,105,2013-03-11,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
UTA,28.0,6.0,11.0,54.5,0.0,1.0,0.0,7.0,9.0,77.8,1.0,6.0,7.0,9.0,1.0,1.0,5.0,0.0,19.0,17.0,2013,110,87,2013-03-13,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORL,37.0,8.0,19.0,42.1,3.0,6.0,50.0,4.0,5.0,80.0,1.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,23.0,-2.0,2013,117,104,2013-03-15,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
DAL,37.0,13.0,23.0,56.5,0.0,4.0,0.0,9.0,9.0,100.0,3.0,3.0,6.0,6.0,2.0,1.0,5.0,3.0,35.0,8.0,2013,107,101,2013-03-17,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
DEN,37.0,10.0,21.0,47.6,0.0,4.0,0.0,5.0,7.0,71.4,0.0,4.0,4.0,6.0,1.0,0.0,1.0,5.0,25.0,-8.0,2013,104,114,2013-03-19,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MEM,41.0,7.0,25.0,28.0,0.0,6.0,0.0,6.0,8.0,75.0,2.0,2.0,4.0,3.0,3.0,0.0,2.0,4.0,20.0,-12.0,2013,89,90,2013-03-20,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORL,35.0,7.0,17.0,41.2,0.0,2.0,0.0,5.0,7.0,71.4,0.0,6.0,6.0,9.0,2.0,2.0,3.0,3.0,19.0,7.0,2013,97,89,2013-03-22,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
POR,34.0,9.0,18.0,50.0,0.0,2.0,0.0,3.0,5.0,60.0,0.0,4.0,4.0,9.0,1.0,0.0,2.0,2.0,21.0,17.0,2013,103,83,2013-03-24,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
WAS,25.0,5.0,8.0,62.5,1.0,1.0,100.0,10.0,11.0,90.9,0.0,4.0,4.0,4.0,0.0,0.0,4.0,2.0,21.0,10.0,2013,103,80,2013-03-27,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
MIN,32.0,7.0,17.0,41.2,1.0,2.0,50.0,3.0,5.0,60.0,1.0,3.0,4.0,9.0,0.0,0.0,2.0,5.0,18.0,-3.0,2013,93,101,2013-03-29,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
MIL,37.0,6.0,18.0,33.3,1.0,4.0,25.0,10.0,14.0,71.4,2.0,11.0,13.0,10.0,3.0,1.0,5.0,4.0,23.0,7.0,2013,109,99,2013-03-30,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
SAS,35.0,9.0,21.0,42.9,2.0,6.0,33.3,7.0,7.0,100.0,2.0,5.0,7.0,7.0,3.0,0.0,3.0,0.0,27.0,-2.0,2013,100,88,2013-04-04,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
IND,34.0,10.0,24.0,41.7,0.0,3.0,0.0,4.0,6.0,66.7,2.0,5.0,7.0,9.0,1.0,0.0,2.0,4.0,24.0,16.0,2013,97,75,2013-04-05,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
NYK,34.0,15.0,27.0,55.6,2.0,4.0,50.0,5.0,6.0,83.3,4.0,7.0,11.0,8.0,1.0,0.0,1.0,1.0,37.0,-5.0,2013,120,125,2013-04-07,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
UTA,37.0,8.0,21.0,38.1,2.0,5.0,40.0,7.0,8.0,87.5,1.0,4.0,5.0,2.0,3.0,0.0,1.0,2.0,25.0,8.0,2013,90,80,2013-04-09,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
GSW,30.0,7.0,17.0,41.2,1.0,5.0,20.0,3.0,4.0,75.0,2.0,1.0,3.0,9.0,0.0,2.0,6.0,1.0,18.0,12.0,2013,116,97,2013-04-11,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
POR,31.0,10.0,18.0,55.6,2.0,4.0,50.0,11.0,12.0,91.7,0.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,33.0,26.0,2013,106,90,2013-04-12,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
SAC,36.0,8.0,19.0,42.1,2.0,5.0,40.0,3.0,4.0,75.0,1.0,4.0,5.0,8.0,3.0,0.0,4.0,2.0,21.0,16.0,2013,104,95,2013-04-15,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MIL,7.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,10.0,2013,89,95,2013-04-17,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
HOU,30.0,7.0,15.0,46.7,1.0,2.0,50.0,4.0,4.0,100.0,0.0,8.0,8.0,10.0,2.0,0.0,4.0,2.0,19.0,29.0,2013,120,91,2013-04-21,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
HOU,37.0,10.0,26.0,38.5,1.0,7.0,14.3,8.0,10.0,80.0,1.0,4.0,5.0,4.0,4.0,0.0,4.0,3.0,29.0,1.0,2013,105,102,2013-04-24,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
PHX,33.0,5.0,16.0,31.3,0.0,2.0,0.0,11.0,14.0,78.6,1.0,3.0,4.0,7.0,1.0,0.0,4.0,3.0,21.0,1.0,2013,103,96,2013-11-03,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
DAL,33.0,10.0,20.0,50.0,0.0,1.0,0.0,2.0,5.0,40.0,0.0,1.0,1.0,4.0,2.0,0.0,5.0,2.0,22.0,11.0,2013,107,93,2013-11-06,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DET,30.0,5.0,19.0,26.3,1.0,3.0,33.3,9.0,10.0,90.0,2.0,3.0,5.0,0.0,3.0,0.0,4.0,3.0,20.0,-10.0,2013,119,110,2013-11-08,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
WAS,30.0,4.0,16.0,25.0,3.0,7.0,42.9,2.0,2.0,100.0,3.0,1.0,4.0,4.0,1.0,0.0,5.0,3.0,13.0,-9.0,2013,106,105,2013-11-10,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
LAC,35.0,7.0,18.0,38.9,2.0,4.0,50.0,3.0,5.0,60.0,2.0,2.0,4.0,10.0,2.0,0.0,5.0,2.0,19.0,-2.0,2013,103,111,2013-11-13,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
GSW,36.0,13.0,20.0,65.0,2.0,5.0,40.0,3.0,5.0,60.0,2.0,7.0,9.0,5.0,3.0,0.0,5.0,3.0,31.0,-3.0,2013,115,116,2013-11-14,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MIL,33.0,10.0,20.0,50.0,1.0,4.0,25.0,5.0,8.0,62.5,0.0,3.0,3.0,4.0,1.0,0.0,3.0,1.0,26.0,8.0,2013,92,79,2013-11-16,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
DEN,38.0,10.0,25.0,40.0,3.0,4.0,75.0,7.0,10.0,70.0,2.0,10.0,12.0,7.0,0.0,0.0,5.0,2.0,30.0,5.0,2013,115,113,2013-11-18,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
LAC,31.0,5.0,13.0,38.5,0.0,6.0,0.0,2.0,3.0,66.7,0.0,6.0,6.0,5.0,1.0,0.0,3.0,3.0,12.0,1.0,2013,105,91,2013-11-21,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SAS,32.0,2.0,16.0,12.5,0.0,5.0,0.0,2.0,4.0,50.0,0.0,3.0,3.0,8.0,2.0,0.0,2.0,3.0,6.0,2.0,2013,94,88,2013-11-27,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
GSW,42.0,10.0,25.0,40.0,2.0,5.0,40.0,12.0,15.0,80.0,0.0,1.0,1.0,7.0,5.0,0.0,1.0,2.0,34.0,1.0,2013,113,112,2013-11-29,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
MIN,32.0,7.0,15.0,46.7,4.0,7.0,57.1,1.0,2.0,50.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,3.0,19.0,-6.0,2013,113,103,2013-12-01,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
SAC,32.0,7.0,19.0,36.8,1.0,5.0,20.0,0.0,0.0,0.0,3.0,5.0,8.0,7.0,1.0,0.0,7.0,1.0,15.0,-10.0,2013,97,95,2013-12-03,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
POR,30.0,7.0,17.0,41.2,2.0,4.0,50.0,5.0,5.0,100.0,1.0,2.0,3.0,5.0,0.0,0.0,3.0,2.0,21.0,-10.0,2013,104,111,2013-12-04,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
NOP,34.0,8.0,16.0,50.0,3.0,8.0,37.5,6.0,7.0,85.7,0.0,1.0,1.0,4.0,4.0,0.0,4.0,2.0,25.0,14.0,2013,109,95,2013-12-06,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
IND,32.0,11.0,17.0,64.7,1.0,6.0,16.7,3.0,3.0,100.0,1.0,6.0,7.0,13.0,1.0,0.0,5.0,2.0,26.0,24.0,2013,118,94,2013-12-08,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
ATL,35.0,6.0,21.0,28.6,1.0,6.0,16.7,1.0,2.0,50.0,0.0,9.0,9.0,11.0,4.0,0.0,4.0,1.0,14.0,8.0,2013,101,92,2013-12-10,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MEM,27.0,7.0,12.0,58.3,2.0,5.0,40.0,11.0,11.0,100.0,1.0,5.0,6.0,9.0,2.0,0.0,3.0,1.0,27.0,22.0,2013,116,100,2013-12-11,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
LAL,31.0,7.0,19.0,36.8,1.0,4.0,25.0,4.0,4.0,100.0,0.0,8.0,8.0,12.0,2.0,0.0,3.0,3.0,19.0,22.0,2013,122,97,2013-12-13,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
ORL,33.0,7.0,22.0,31.8,0.0,5.0,0.0,6.0,6.0,100.0,3.0,9.0,12.0,6.0,2.0,1.0,5.0,1.0,20.0,-4.0,2013,101,98,2013-12-15,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
DEN,36.0,9.0,16.0,56.3,1.0,4.0,25.0,2.0,4.0,50.0,1.0,12.0,13.0,8.0,0.0,0.0,8.0,1.0,21.0,5.0,2013,105,93,2013-12-17,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
CHI,28.0,7.0,12.0,58.3,0.0,0.0,0.0,6.0,7.0,85.7,0.0,2.0,2.0,10.0,1.0,0.0,5.0,4.0,20.0,8.0,2013,107,95,2013-12-19,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SAS,34.0,13.0,22.0,59.1,2.0,5.0,40.0,3.0,3.0,100.0,2.0,2.0,4.0,8.0,0.0,0.0,3.0,1.0,31.0,5.0,2013,113,100,2013-12-21,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
TOR,35.0,8.0,17.0,47.1,1.0,2.0,50.0,10.0,11.0,90.9,1.0,8.0,9.0,5.0,2.0,0.0,5.0,2.0,27.0,-6.0,2013,98,104,2013-12-22,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
NYK,29.0,5.0,15.0,33.3,1.0,3.0,33.3,3.0,4.0,75.0,1.0,12.0,13.0,10.0,1.0,1.0,2.0,2.0,14.0,17.0,2013,123,94,2013-12-25,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
MIA,24.0,3.0,11.0,27.3,0.0,2.0,0.0,8.0,10.0,80.0,3.0,2.0,5.0,2.0,3.0,0.0,4.0,1.0,14.0,-10.0,2014,81,103,2014-02-20,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LAC,25.0,3.0,13.0,23.1,2.0,4.0,50.0,5.0,6.0,83.3,2.0,3.0,5.0,6.0,1.0,0.0,3.0,5.0,13.0,-14.0,2014,117,125,2014-02-23,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
CLE,30.0,8.0,17.0,47.1,3.0,6.0,50.0,5.0,5.0,100.0,1.0,2.0,3.0,9.0,0.0,0.0,3.0,1.0,24.0,1.0,2014,104,114,2014-02-26,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
MEM,29.0,7.0,12.0,58.3,1.0,2.0,50.0,6.0,7.0,85.7,0.0,2.0,2.0,6.0,3.0,0.0,1.0,1.0,21.0,4.0,2014,113,107,2014-02-28,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CHA,25.0,10.0,12.0,83.3,4.0,5.0,80.0,2.0,2.0,100.0,0.0,2.0,2.0,5.0,2.0,0.0,5.0,2.0,26.0,17.0,2014,116,99,2014-03-02,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
PHI,20.0,4.0,9.0,44.4,1.0,3.0,33.3,4.0,4.0,100.0,1.0,9.0,10.0,14.0,3.0,0.0,6.0,2.0,13.0,25.0,2014,125,92,2014-03-04,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
PHX,30.0,13.0,22.0,59.1,4.0,9.0,44.4,6.0,6.0,100.0,2.0,7.0,9.0,9.0,4.0,0.0,3.0,1.0,36.0,16.0,2014,122,128,2014-03-06,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LAL,31.0,7.0,23.0,30.4,2.0,10.0,20.0,4.0,5.0,80.0,3.0,4.0,7.0,8.0,3.0,0.0,8.0,4.0,20.0,-7.0,2014,110,114,2014-03-09,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
HOU,30.0,6.0,14.0,42.9,1.0,4.0,25.0,11.0,14.0,78.6,0.0,4.0,4.0,7.0,4.0,0.0,5.0,2.0,24.0,5.0,2014,106,98,2014-03-11,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
LAL,23.0,9.0,17.0,52.9,4.0,7.0,57.1,7.0,9.0,77.8,1.0,1.0,2.0,9.0,3.0,1.0,3.0,2.0,29.0,17.0,2014,131,102,2014-03-13,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
CHI,28.0,5.0,14.0,35.7,3.0,7.0,42.9,4.0,6.0,66.7,0.0,9.0,9.0,9.0,0.0,0.0,2.0,4.0,17.0,22.0,2014,97,85,2014-03-17,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
TOR,19.0,5.0,13.0,38.5,1.0,4.0,25.0,4.0,4.0,100.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,15.0,2.0,2014,119,118,2014-03-21,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
DAL,33.0,8.0,18.0,44.4,2.0,6.0,33.3,5.0,6.0,83.3,1.0,6.0,7.0,8.0,3.0,0.0,8.0,5.0,23.0,-16.0,2014,119,128,2014-03-25,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
SAC,24.0,7.0,12.0,58.3,0.0,2.0,0.0,4.0,4.0,100.0,0.0,5.0,5.0,6.0,0.0,0.0,4.0,2.0,18.0,14.0,2014,94,81,2014-03-28,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
UTA,25.0,5.0,11.0,45.5,0.0,2.0,0.0,9.0,9.0,100.0,0.0,5.0,5.0,4.0,1.0,0.0,2.0,3.0,19.0,19.0,2014,116,96,2014-03-30,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
SAS,31.0,10.0,20.0,50.0,1.0,4.0,25.0,6.0,6.0,100.0,0.0,1.0,1.0,6.0,4.0,0.0,2.0,1.0,27.0,2.0,2014,106,94,2014-04-03,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
PHX,33.0,12.0,26.0,46.2,2.0,9.0,22.2,7.0,8.0,87.5,1.0,3.0,4.0,8.0,0.0,2.0,5.0,6.0,33.0,-9.0,2014,115,122,2014-04-06,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
LAC,33.0,12.0,24.0,50.0,0.0,3.0,0.0,6.0,8.0,75.0,3.0,8.0,11.0,6.0,2.0,0.0,1.0,2.0,30.0,15.0,2014,107,101,2014-04-09,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
NOP,28.0,10.0,17.0,58.8,0.0,2.0,0.0,4.0,4.0,100.0,2.0,3.0,5.0,7.0,0.0,1.0,1.0,2.0,24.0,14.0,2014,116,94,2014-04-11,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
IND,33.0,7.0,23.0,30.4,3.0,10.0,30.0,4.0,5.0,80.0,4.0,5.0,9.0,7.0,1.0,0.0,4.0,2.0,21.0,4.0,2014,97,102,2014-04-13,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
DET,34.0,5.0,15.0,33.3,0.0,3.0,0.0,12.0,15.0,80.0,3.0,3.0,6.0,8.0,6.0,0.0,4.0,3.0,22.0,7.0,2014,112,111,2014-04-16,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
MEM,33.0,8.0,19.0,42.1,0.0,5.0,0.0,7.0,7.0,100.0,1.0,9.0,10.0,5.0,0.0,0.0,5.0,1.0,23.0,6.0,2014,100,86,2014-04-19,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
MEM,43.0,11.0,28.0,39.3,1.0,7.0,14.3,6.0,8.0,75.0,2.0,5.0,7.0,8.0,1.0,1.0,3.0,5.0,29.0,-1.0,2014,105,111,2014-04-21,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
MEM,39.0,9.0,26.0,34.6,4.0,13.0,30.8,8.0,12.0,66.7,4.0,9.0,13.0,2.0,1.0,0.0,4.0,4.0,30.0,-1.0,2014,95,98,2014-04-24,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
MEM,44.0,6.0,24.0,25.0,1.0,6.0,16.7,2.0,2.0,100.0,5.0,4.0,9.0,7.0,3.0,1.0,7.0,3.0,15.0,5.0,2014,92,89,2014-04-26,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
MEM,48.0,10.0,31.0,32.3,1.0,7.0,14.3,9.0,9.0,100.0,5.0,5.0,10.0,13.0,1.0,1.0,4.0,2.0,30.0,1.0,2014,99,100,2014-04-29,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
MEM,39.0,9.0,21.0,42.9,1.0,2.0,50.0,6.0,6.0,100.0,2.0,7.0,9.0,5.0,3.0,0.0,4.0,2.0,25.0,21.0,2014,104,84,2014-05-01,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
MEM,39.0,10.0,16.0,62.5,2.0,2.0,100.0,5.0,6.0,83.3,4.0,6.0,10.0,16.0,2.0,1.0,7.0,3.0,27.0,22.0,2014,120,109,2014-05-03,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
LAC,30.0,9.0,14.0,64.3,2.0,5.0,40.0,9.0,10.0,90.0,2.0,2.0,4.0,4.0,0.0,0.0,6.0,2.0,29.0,-16.0,2014,105,122,2014-05-05,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
LAC,41.0,13.0,22.0,59.1,2.0,4.0,50.0,3.0,5.0,60.0,6.0,4.0,10.0,10.0,3.0,0.0,4.0,3.0,31.0,14.0,2014,112,101,2014-05-07,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
LAC,37.0,7.0,14.0,50.0,2.0,3.0,66.7,7.0,8.0,87.5,2.0,6.0,8.0,13.0,0.0,0.0,2.0,3.0,23.0,3.0,2014,118,112,2014-05-09,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
LAC,39.0,10.0,22.0,45.5,1.0,4.0,25.0,6.0,6.0,100.0,1.0,5.0,6.0,8.0,3.0,0.0,4.0,5.0,27.0,1.0,2014,99,101,2014-05-11,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
LAC,43.0,11.0,23.0,47.8,2.0,6.0,33.3,14.0,16.0,87.5,1.0,4.0,5.0,6.0,3.0,0.0,4.0,3.0,38.0,-6.0,2014,105,104,2014-05-13,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
LAC,39.0,4.0,15.0,26.7,0.0,4.0,0.0,11.0,12.0,91.7,1.0,2.0,3.0,12.0,2.0,0.0,5.0,5.0,19.0,12.0,2014,104,98,2014-05-15,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
SAS,36.0,9.0,21.0,42.9,1.0,4.0,25.0,6.0,8.0,75.0,2.0,3.0,5.0,7.0,0.0,0.0,4.0,3.0,25.0,-13.0,2014,105,122,2014-05-19,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
SAS,29.0,7.0,24.0,29.2,1.0,5.0,20.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,2.0,0.0,3.0,2.0,15.0,-32.0,2014,77,112,2014-05-21,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
SAS,36.0,8.0,19.0,42.1,2.0,6.0,33.3,8.0,8.0,100.0,3.0,5.0,8.0,7.0,3.0,1.0,5.0,4.0,26.0,15.0,2014,106,97,2014-05-25,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
SAS,45.0,12.0,24.0,50.0,2.0,5.0,40.0,14.0,14.0,100.0,1.0,4.0,5.0,10.0,5.0,1.0,3.0,4.0,40.0,14.0,2014,105,92,2014-05-27,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
SAS,31.0,6.0,12.0,50.0,2.0,6.0,33.3,7.0,9.0,77.8,0.0,4.0,4.0,7.0,3.0,0.0,2.0,3.0,21.0,-16.0,2014,89,117,2014-05-29,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
SAS,44.0,8.0,23.0,34.8,1.0,6.0,16.7,17.0,18.0,94.4,0.0,7.0,7.0,8.0,6.0,0.0,7.0,5.0,34.0,12.0,2014,107,112,2014-05-31,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
POR,33.0,11.0,26.0,42.3,1.0,2.0,50.0,15.0,16.0,93.8,2.0,1.0,3.0,6.0,3.0,0.0,2.0,3.0,38.0,-4.0,2014,89,106,2014-10-29,7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
LAC,9.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,2.0,-3.0,2014,90,93,2014-10-30,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
NYK,24.0,12.0,17.0,70.6,3.0,4.0,75.0,5.0,7.0,71.4,4.0,3.0,7.0,8.0,1.0,0.0,3.0,2.0,32.0,24.0,2014,105,78,2014-11-28,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
NOP,33.0,6.0,20.0,30.0,1.0,4.0,25.0,8.0,9.0,88.9,1.0,5.0,6.0,7.0,2.0,0.0,7.0,3.0,21.0,-16.0,2014,104,112,2014-12-02,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
PHI,31.0,8.0,14.0,57.1,1.0,3.0,33.3,10.0,14.0,71.4,0.0,5.0,5.0,7.0,2.0,0.0,6.0,3.0,27.0,9.0,2014,103,91,2014-12-05,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
DET,35.0,9.0,19.0,47.4,1.0,3.0,33.3,3.0,6.0,50.0,1.0,10.0,11.0,7.0,0.0,0.0,4.0,1.0,22.0,-9.0,2014,96,94,2014-12-07,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
MIL,32.0,8.0,16.0,50.0,0.0,2.0,0.0,12.0,15.0,80.0,2.0,3.0,5.0,7.0,3.0,0.0,5.0,5.0,28.0,24.0,2014,114,101,2014-12-09,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
CLE,36.0,12.0,24.0,50.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,6.0,7.0,8.0,1.0,0.0,4.0,0.0,26.0,5.0,2014,103,94,2014-12-11,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MIN,36.0,12.0,19.0,63.2,2.0,3.0,66.7,8.0,9.0,88.9,1.0,5.0,6.0,6.0,2.0,0.0,4.0,3.0,34.0,16.0,2014,111,92,2014-12-12,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
